"text" "favorited" "favoriteCount" "replyToSN" "created" "truncated" "replyToSID" "id" "replyToUID" "statusSource" "screenName" "retweetCount" "isRetweet" "retweeted" "longitude" "latitude"
"Acrylic Flower Clutches Purse https://t.co/4lbUb2qhUH 36.64
"Amazon – Buy KENT Supreme 2020 (11111), Wall Mountable, RO + UF + TDS Control + UV in Tank, 8 L Tank, White, 20 LPH… https://t.co/0Q7dHEitXG" FALSE 0 NA 2021-10-03 15:17:48 TRUE NA "1444683109174239237" NA "<a href=\"http://publicize.wp.com/\" rel=\"nofollow\">WordPress.com</a>" "dealnloot" 0 FALSE FALSE NA NA
"RT @GenshinImpact: Dear Travelers, the Genshin Impact online concert gift box will be available for pre-order from October 4 12:00 – Octobe…" FALSE 0 NA 2021-10-03 15:17:48 FALSE NA "1444683108234579971" NA "<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>" "LuanThaiLang" 2556 TRUE FALSE NA NA
"RT @GenshinImpact: Dear Travelers, the Genshin Impact online concert gift box will be available for pre-order from October 4 12:00 – Octobe…" FALSE 0 NA 2021-10-03 15:17:48 FALSE NA "1444683107437662208" NA "<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>" "bvxvinn" 2556 TRUE FALSE NA NA
"RT @GenshinImpact: Dear Travelers, the Genshin Impact online concert gift box will be available for pre-order from October 4 12:00 – Octobe…" FALSE 0 NA 2021-10-03 15:17:42 FALSE NA "1444683081999269891" NA "<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>" "NekoSeventh" 2556 TRUE FALSE NA NA
"RT @GenshinImpact: Dear Travelers, the Genshin Impact online concert gift box will be available for pre-order from October 4 12:00 – Octobe…" FALSE 0 NA 2021-10-03 15:17:41 FALSE NA "1444683080095211522" NA "<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>" "inniesownheart" 2556 TRUE FALSE NA NA
"RT @GenshinImpact: Dear Travelers, the Genshin Impact online concert gift box will be available for pre-order from October 4 12:00 – Octobe…" FALSE 0 NA 2021-10-03 15:17:39 FALSE NA "1444683072088248323" NA "<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>" "Pokebros64" 2556 TRUE FALSE NA NA
"RT @ncsamuelson: “#5Star- Loved it… An emotional and endearing story, with wonderfully descriptive writing and amazing characters who find…" FALSE 0 NA 2021-10-03 15:17:36 FALSE NA "1444683058687320064" NA "<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>" "SSBazinet" 41 TRUE FALSE NA NA
"RT @GenshinImpact: Dear Travelers, the Genshin Impact online concert gift box will be available for pre-order from October 4 12:00 – Octobe…" FALSE 0 NA 2021-10-03 15:17:33 FALSE NA "1444683046045683722" NA "<a href=\"https://mobile.twitter.com\" rel=\"nofollow\">Twitter Web App</a>" "xsleepyhazel" 2556 TRUE FALSE NA NA
"RT @GenshinImpact: Dear Travelers, the Genshin Impact online concert gift box will be available for pre-order from October 4 12:00 – Octobe…" FALSE 0 NA 2021-10-03 15:17:32 FALSE NA "1444683039204728832" NA "<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>" "Kaezanria" 2556 TRUE FALSE NA NA
"RT @GenshinImpact: Dear Travelers, the Genshin Impact online concert gift box will be available for pre-order from October 4 12:00 – Octobe…" FALSE 0 NA 2021-10-03 15:17:31 FALSE NA "1444683036222795784" NA "<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>" "Iloveyo716" 2556 TRUE FALSE NA NA
"RT @GenshinImpact: Dear Travelers, the Genshin Impact online concert gift box will be available for pre-order from October 4 12:00 – Octobe…" FALSE 0 NA 2021-10-03 15:17:29 FALSE NA "1444683029037948929" NA "<a href=\"https://mobile.twitter.com\" rel=\"nofollow\">Twitter Web App</a>" "Amaiyasei" 2556 TRUE FALSE NA NA
"RT @GenshinImpact: Dear Travelers, the Genshin Impact online concert gift box will be available for pre-order from October 4 12:00 – Octobe…" FALSE 0 NA 2021-10-03 15:17:23 FALSE NA "1444683001581817859" NA "<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>" "hiz_url" 2556 TRUE FALSE NA NA
"Ruby-Redsky online https://t.co/c27nYOsve8 https://t.co/Hjq8sm54S4 #giftideas #earrings #necklaces #Rings #crystals #g 7" FALSE 0 NA 2021-10-03 15:17:22 FALSE NA "1444682999518334984" NA "<a href=\"http://www.rubyredsky.com\" rel=\"nofollow\">myautotweeterproapp 5</a>" "ruby_redsky" 0 FALSE FALSE NA NA
"RT @GenshinImpact: Dear Travelers, the Genshin Impact online concert gift box will be available for pre-order from October 4 12:00 – Octobe…" FALSE 0 NA 2021-10-03 15:17:21 FALSE NA "1444682993872875528" NA "<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>" "speedrun93" 2556 TRUE FALSE NA NA
"Amazon – Buy VW 100 cm (40 inches) HD Ready Smart LED TV VW40CA (Black) (2021 Model) for Rs 13999 https://t.co/7Wrcd8Ermh" FALSE 0 NA 2021-10-03 15:17:19 FALSE NA "1444682985899450372" NA "<a href=\"http://publicize.wp.com/\" rel=\"nofollow\">WordPress.com</a>" "dealnloot" 0 FALSE FALSE NA NA
"RT @GenshinImpact: Dear Travelers, the Genshin Impact online concert gift box will be available for pre-order from October 4 12:00 – Octobe…" FALSE 0 NA 2021-10-03 15:17:17 FALSE NA "1444682979889008640" NA "<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>" "dumbest_wise" 2556 TRUE FALSE NA NA
"RT @GenshinImpact: Dear Travelers, the Genshin Impact online concert gift box will be available for pre-order from October 4 12:00 – Octobe…" FALSE 0 NA 2021-10-03 15:17:17 FALSE NA "1444682975921197062" NA "<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>" "Traxtyl" 2556 TRUE FALSE NA NA
"RT @GenshinImpact: Dear Travelers, the Genshin Impact online concert gift box will be available for pre-order from October 4 12:00 – Octobe…" FALSE 0 NA 2021-10-03 15:17:15 FALSE NA "1444682971483492361" NA "<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>" "dynoisbae" 2556 TRUE FALSE NA NA
"Online shopping for Iggys &amp; I think gurtie is suspicious <U+0001F602>" FALSE 0 NA 2021-10-03 15:17:06 FALSE NA "1444682932128415749" NA "<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>" "_MyTweeets" 0 FALSE FALSE NA NA
"RT @GenshinImpact: Dear Travelers, the Genshin Impact online concert gift box will be available for pre-order from October 4 12:00 – Octobe…" FALSE 0 NA 2021-10-03 15:16:57 FALSE NA "1444682895428231169" NA "<a href=\"https://mobile.twitter.com\" rel=\"nofollow\">Twitter Web App</a>" "KawaiiW29767209" 2556 TRUE FALSE NA NA
"RT @GenshinImpact: Dear Travelers, the Genshin Impact online concert gift box will be available for pre-order from October 4 12:00 – Octobe…" FALSE 0 NA 2021-10-03 15:16:55 FALSE NA "1444682887635226625" NA "<a href=\"https://mobile.twitter.com\" rel=\"nofollow\">Twitter Web App</a>" "amba00001" 2556 TRUE FALSE NA NA
"RT @GenshinImpact: Dear Travelers, the Genshin Impact online concert gift box will be available for pre-order from October 4 12:00 – Octobe…" FALSE 0 NA 2021-10-03 15:16:50 FALSE NA "1444682865669705736" NA "<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>" "_lilsuga_" 2556 TRUE FALSE NA NA
"RT @GenshinImpact: Dear Travelers, the Genshin Impact online concert gift box will be available for pre-order from October 4 12:00 – Octobe…" FALSE 0 NA 2021-10-03 15:16:47 FALSE NA "1444682852994592771" NA "<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>" "_NeoHana_" 2556 TRUE FALSE NA NA
"RT @GenshinImpact: Dear Travelers, the Genshin Impact online concert gift box will be available for pre-order from October 4 12:00 – Octobe…" FALSE 0 NA 2021-10-03 15:16:43 FALSE NA "1444682837051928580" NA "<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>" "Suher0_A" 2556 TRUE FALSE NA NA
"RT @GenshinImpact: Dear Travelers, the Genshin Impact online concert gift box will be available for pre-order from October 4 12:00 – Octobe…" FALSE 0 NA 2021-10-03 15:16:43 FALSE NA "1444682836703789056" NA "<a href=\"https://mobile.twitter.com\" rel=\"nofollow\">Twitter Web App</a>" "kurnia336" 2556 TRUE FALSE NA NA
"RT @GenshinImpact: Dear Travelers, the Genshin Impact online concert gift box will be available for pre-order from October 4 12:00 – Octobe…" FALSE 0 NA 2021-10-03 15:16:43 FALSE NA "1444682835537788938" NA "<a href=\"http://twitter.com/#!/download/ipad\" rel=\"nofollow\">Twitter for iPad</a>" "Bluwnafly02" 2556 TRUE FALSE NA NA
"RT @GenshinImpact: Dear Travelers, the Genshin Impact online concert gift box will be available for pre-order from October 4 12:00 – Octobe…" FALSE 0 NA 2021-10-03 15:16:33 FALSE NA "1444682795066949637" NA "<a href=\"https://mobile.twitter.com\" rel=\"nofollow\">Twitter Web App</a>" "mmxxomu" 2556 TRUE FALSE NA NA
"RT @GenshinImpact: Dear Travelers, the Genshin Impact online concert gift box will be available for pre-order from October 4 12:00 – Octobe…" FALSE 0 NA 2021-10-03 15:16:30 FALSE NA "1444682778776424455" NA "<a href=\"https://mobile.twitter.com\" rel=\"nofollow\">Twitter Web App</a>" "hyuugacosplay" 2556 TRUE FALSE NA NA
"RT @GenshinImpact: Dear Travelers, the Genshin Impact online concert gift box will be available for pre-order from October 4 12:00 – Octobe…" FALSE 0 NA 2021-10-03 15:16:27 FALSE NA "1444682768990965760" NA "<a href=\"https://mobile.twitter.com\" rel=\"nofollow\">Twitter Web App</a>" "Eliab93239842" 2556 TRUE FALSE NA NA
"Friends don't let friends pay full price. Get the online shopping hack Time calls \"basically free money\" https://t.co/2Su966iMan" FALSE 0 NA 2021-10-03 15:16:18 FALSE NA "1444682732202758147" NA "<a href=\"https://mobile.twitter.com\" rel=\"nofollow\">Twitter Web App</a>" "LexxxiSexi" 0 FALSE FALSE NA NA
"RT @GenshinImpact: Dear Travelers, the Genshin Impact online concert gift box will be available for pre-order from October 4 12:00 – Octobe…" FALSE 0 NA 2021-10-03 15:16:16 FALSE NA "1444682721972797454" NA "<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>" "pica_dream" 2556 TRUE FALSE NA NA
"RT @GenshinImpact: Dear Travelers, the Genshin Impact online concert gift box will be available for pre-order from October 4 12:00 – Octobe…" FALSE 0 NA 2021-10-03 15:16:15 FALSE NA "1444682719112404995" NA "<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>" "TsuunBoi" 2556 TRUE FALSE NA NA
"@OregonBlueDog It is way older than that and online shopping is a bigger threat to mom and pops at this point" FALSE 0 "OregonBlueDog" 2021-10-03 15:16:13 FALSE "1444680452309143553" "1444682707632537608" "2312372450" "<a href=\"https://mobile.twitter.com\" rel=\"nofollow\">Twitter Web App</a>" "Arbane4" 0 FALSE FALSE NA NA
"RT @GenshinImpact: Dear Travelers, the Genshin Impact online concert gift box will be available for pre-order from October 4 12:00 – Octobe…" FALSE 0 NA 2021-10-03 15:16:05 FALSE NA "1444682675806093320" NA "<a href=\"https://mobile.twitter.com\" rel=\"nofollow\">Twitter Web App</a>" "Kurobara_00" 2556 TRUE FALSE NA NA
"RT @GenshinImpact: Dear Travelers, the Genshin Impact online concert gift box will be available for pre-order from October 4 12:00 – Octobe…" FALSE 0 NA 2021-10-03 15:16:02 FALSE NA "1444682664947113985" NA "<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>" "Otakuprincess66" 2556 TRUE FALSE NA NA
"RT @GenshinImpact: Dear Travelers, the Genshin Impact online concert gift box will be available for pre-order from October 4 12:00 – Octobe…" FALSE 0 NA 2021-10-03 15:15:56 FALSE NA "1444682637843447809" NA "<a href=\"https://mobile.twitter.com\" rel=\"nofollow\">Twitter Web App</a>" "ja9desiree" 2556 TRUE FALSE NA NA
"RT @GenshinImpact: Dear Travelers, the Genshin Impact online concert gift box will be available for pre-order from October 4 12:00 – Octobe…" FALSE 0 NA 2021-10-03 15:15:51 FALSE NA "1444682616657960963" NA "<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>" "izuiori" 2556 TRUE FALSE NA NA
"RT @GenshinImpact: Dear Travelers, the Genshin Impact online concert gift box will be available for pre-order from October 4 12:00 – Octobe…" FALSE 0 NA 2021-10-03 15:15:48 FALSE NA "1444682605631246345" NA "<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>" "siltxt" 2556 TRUE FALSE NA NA
"<U+2757>45% OFF <U+0001F525> ***USE CODE: 35SEKRIC + CLIP QPON
<U+0001F60E> Did you snag this deal ?
<U+0001F31F><U+0001F31F><U+0001F31F> SHOP DEALS <U+0001F449> https://t.co/g7GjuLq2QC
DE… https://t.co/1N65CtdTeS" FALSE 1 NA 2021-10-03 15:15:42 TRUE NA "1444682579454611460" NA "<a href=\"https://mobile.twitter.com\" rel=\"nofollow\">Twitter Web App</a>" "PerfectGoods2" 0 FALSE FALSE NA NA
"RT @GenshinImpact: Dear Travelers, the Genshin Impact online concert gift box will be available for pre-order from October 4 12:00 – Octobe…" FALSE 0 NA 2021-10-03 15:15:36 FALSE NA "1444682552875180036" NA "<a href=\"http://twitter.com/#!/download/ipad\" rel=\"nofollow\">Twitter for iPad</a>" "minnnnnnnnnd" 2556 TRUE FALSE NA NA
"RT @GenshinImpact: Dear Travelers, the Genshin Impact online concert gift box will be available for pre-order from October 4 12:00 – Octobe…" FALSE 0 NA 2021-10-03 15:15:33 FALSE NA "1444682543261839364" NA "<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>" "DALU49017474" 2556 TRUE FALSE NA NA
"RT @GenshinImpact: Dear Travelers, the Genshin Impact online concert gift box will be available for pre-order from October 4 12:00 – Octobe…" FALSE 0 NA 2021-10-03 15:15:33 FALSE NA "1444682541529661442" NA "<a href=\"https://mobile.twitter.com\" rel=\"nofollow\">Twitter Web App</a>" "prpunn" 2556 TRUE FALSE NA NA
"RT @GenshinImpact: Dear Travelers, the Genshin Impact online concert gift box will be available for pre-order from October 4 12:00 – Octobe…" FALSE 0 NA 2021-10-03 15:15:27 FALSE NA "1444682517500604419" NA "<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>" "inlockets" 2556 TRUE FALSE NA NA
"@GenshinImpact \"fantasy village store on Amazon as well as the animate online store.\"...I have no idea what/where that is? XD" FALSE 0 "GenshinImpact" 2021-10-03 15:15:26 FALSE "1444671077444030473" "1444682513402712065" "1072404907230060544" "<a href=\"https://mobile.twitter.com\" rel=\"nofollow\">Twitter Web App</a>" "DragonSpear2462" 0 FALSE FALSE NA NA
"Dear Travelers, the Genshin Impact online concert gift box will be available for pre-order from October 4 12:00 – O… https://t.co/jdfRL4r2LK" FALSE 1 NA 2021-10-03 15:15:21 TRUE NA "1444682491239993344" NA "<a href=\"https://ifttt.com\" rel=\"nofollow\">IFTTT</a>" "07joseenrique07" 0 FALSE FALSE NA NA
"RT @GenshinImpact: Dear Travelers, the Genshin Impact online concert gift box will be available for pre-order from October 4 12:00 – Octobe…" FALSE 0 NA 2021-10-03 15:15:10 FALSE NA "1444682445303996424" NA "<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>" "qiusys" 2556 TRUE FALSE NA NA
"RT @p2pb2b: Ekart Inu will be listed on P2PB2B

@EkartInu is good to go to revolutionize and change the meaning of online shopping and cryp…" FALSE 0 NA 2021-10-03 15:15:07 FALSE NA "1444682434306523139" NA "<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>" "RosaMar12801448" 12 TRUE FALSE NA NA
"RT @VergeOfSerenity: Earn Cashback While Shopping Online And In-Store!

https://t.co/THLJAKb8mD

#lifestyleblog #blogger #cashback #shoppin…" FALSE 0 NA 2021-10-03 15:15:02 FALSE NA "1444682412953411584" NA "<a href=\"http://twitter.com/#!/download/ipad\" rel=\"nofollow\">Twitter for iPad</a>" "VergeOfSerenity" 1 TRUE FALSE NA NA
"RT @gsrescueelite: Katie is reminding everyone who shops online to use Easy Fundraising and Amazon Smile as a % of your sale is donated to…" FALSE 0 NA 2021-10-03 15:14:57 FALSE NA "1444682392497582082" NA "<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>" "Sylvia_and_Bill" 26 TRUE FALSE NA NA
"RT @GenshinImpact: Dear Travelers, the Genshin Impact online concert gift box will be available for pre-order from October 4 12:00 – Octobe…" FALSE 0 NA 2021-10-03 15:14:57 FALSE NA "1444682391621181448" NA "<a href=\"https://mobile.twitter.com\" rel=\"nofollow\">Twitter Web App</a>" "redluneprince" 2556 TRUE FALSE NA NA
"RT @GenshinImpact: Dear Travelers, the Genshin Impact online concert gift box will be available for pre-order from October 4 12:00 – Octobe…" FALSE 0 NA 2021-10-03 15:14:57 FALSE NA "1444682390794768384" NA "<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>" "WaterLily_25" 2556 TRUE FALSE NA NA
"RT @GenshinImpact: Dear Travelers, the Genshin Impact online concert gift box will be available for pre-order from October 4 12:00 – Octobe…" FALSE 0 NA 2021-10-03 15:14:55 FALSE NA "1444682384079740928" NA "<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>" "baneofeviil" 2556 TRUE FALSE NA NA
"RT @GenshinImpact: Dear Travelers, the Genshin Impact online concert gift box will be available for pre-order from October 4 12:00 – Octobe…" FALSE 0 NA 2021-10-03 15:14:54 FALSE NA "1444682378803224585" NA "<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>" "Serendeepidy" 2556 TRUE FALSE NA NA
"RT @GenshinImpact: Dear Travelers, the Genshin Impact online concert gift box will be available for pre-order from October 4 12:00 – Octobe…" FALSE 0 NA 2021-10-03 15:14:50 FALSE NA "1444682360511893505" NA "<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>" "Gazht870" 2556 TRUE FALSE NA NA
"RT @GenshinImpact: Dear Travelers, the Genshin Impact online concert gift box will be available for pre-order from October 4 12:00 – Octobe…" FALSE 0 NA 2021-10-03 15:14:50 FALSE NA "1444682359526285313" NA "<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>" "KeeperOfBirbs" 2556 TRUE FALSE NA NA
"RT @GenshinImpact: Dear Travelers, the Genshin Impact online concert gift box will be available for pre-order from October 4 12:00 – Octobe…" FALSE 0 NA 2021-10-03 15:14:48 FALSE NA "1444682354350505990" NA "<a href=\"https://mobile.twitter.com\" rel=\"nofollow\">Twitter Web App</a>" "iwaoiflakes" 2556 TRUE FALSE NA NA
"RT @GenshinImpact: Dear Travelers, the Genshin Impact online concert gift box will be available for pre-order from October 4 12:00 – Octobe…" FALSE 0 NA 2021-10-03 15:14:42 FALSE NA "1444682325774700545" NA "<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>" "trashiet" 2556 TRUE FALSE NA NA
"RT @GenshinImpact: Dear Travelers, the Genshin Impact online concert gift box will be available for pre-order from October 4 12:00 – Octobe…" FALSE 0 NA 2021-10-03 15:14:37 FALSE NA "1444682305948188674" NA "<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>" "luvurselftime" 2556 TRUE FALSE NA NA
"Buy the dip of the dip of the dip! Amazon retail arbitrage <U+0001F4B0> https://t.co/bM5vN1Ml2C" FALSE 4 NA 2021-10-03 15:14:33 FALSE NA "1444682288583827459" NA "<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>" "Haitch_Online" 0 FALSE FALSE NA NA
"RT @GenshinImpact: Dear Travelers, the Genshin Impact online concert gift box will be available for pre-order from October 4 12:00 – Octobe…" FALSE 0 NA 2021-10-03 15:14:32 FALSE NA "1444682284393590793" NA "<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>" "Einzat" 2556 TRUE FALSE NA NA
"RT @GenshinImpact: Dear Travelers, the Genshin Impact online concert gift box will be available for pre-order from October 4 12:00 – Octobe…" FALSE 0 NA 2021-10-03 15:14:27 FALSE NA "1444682263258673164" NA "<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>" "bia27_ck" 2556 TRUE FALSE NA NA
"RT @GenshinImpact: Dear Travelers, the Genshin Impact online concert gift box will be available for pre-order from October 4 12:00 – Octobe…" FALSE 0 NA 2021-10-03 15:14:26 FALSE NA "1444682261098491911" NA "<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>" "marininpool" 2556 TRUE FALSE NA NA
"RT @GenshinImpact: Dear Travelers, the Genshin Impact online concert gift box will be available for pre-order from October 4 12:00 – Octobe…" FALSE 0 NA 2021-10-03 15:14:21 FALSE NA "1444682239804063756" NA "<a href=\"https://mobile.twitter.com\" rel=\"nofollow\">Twitter Web App</a>" "WhimsyPhones" 2556 TRUE FALSE NA NA
"RT @GenshinImpact: Dear Travelers, the Genshin Impact online concert gift box will be available for pre-order from October 4 12:00 – Octobe…" FALSE 0 NA 2021-10-03 15:14:21 FALSE NA "1444682239543963655" NA "<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>" "yzurei" 2556 TRUE FALSE NA NA
"RT @GenshinImpact: Dear Travelers, the Genshin Impact online concert gift box will be available for pre-order from October 4 12:00 – Octobe…" FALSE 0 NA 2021-10-03 15:14:21 FALSE NA "1444682238138875905" NA "<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>" "StellaViatrix_" 2556 TRUE FALSE NA NA
"RT @GenshinImpact: Dear Travelers, the Genshin Impact online concert gift box will be available for pre-order from October 4 12:00 – Octobe…" FALSE 0 NA 2021-10-03 15:14:19 FALSE NA "1444682230681374724" NA "<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>" "Katheryne_Guild" 2556 TRUE FALSE NA NA
"I said ITS FOR THE NEIGHBOR WHY ARE YOU GETTING TIGHT.. he said oh and was like you have a problem ordering shit on… https://t.co/ZB6rU0KMkv" FALSE 0 "kelloxxs" 2021-10-03 15:14:19 TRUE "1444682228873809925" "1444682230555623426" "2720401733" "<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>" "kelloxxs" 0 FALSE FALSE NA NA
"I order a lot of shit online….. only since I haven’t gone to the mall. But anyways yesterday and Amazon package cam… https://t.co/byJbX2EQiA" FALSE 0 NA 2021-10-03 15:14:18 TRUE NA "1444682228873809925" NA "<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>" "kelloxxs" 0 FALSE FALSE NA NA
"RT @GenshinImpact: Dear Travelers, the Genshin Impact online concert gift box will be available for pre-order from October 4 12:00 – Octobe…" FALSE 0 NA 2021-10-03 15:14:16 FALSE NA "1444682219465838594" NA "<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>" "protein_B" 2556 TRUE FALSE NA NA
"RT @reghud: By flooding our brains with dopamine, digital pleasures like texting, tweeting and online shopping can turn into full-blown add…" FALSE 0 NA 2021-10-03 15:14:15 FALSE NA "1444682212897484803" NA "<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>" "YeshaCallahan" 2 TRUE FALSE NA NA
"im online shopping coz i have no cool clothes gimme cool shops pls" FALSE 2 NA 2021-10-03 15:14:15 FALSE NA "1444682212788609029" NA "<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>" "thatmemeychild" 0 FALSE FALSE NA NA
"RT @GenshinImpact: Dear Travelers, the Genshin Impact online concert gift box will be available for pre-order from October 4 12:00 – Octobe…" FALSE 0 NA 2021-10-03 15:14:07 FALSE NA "1444682181037670406" NA "<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>" "marmarv_a" 2556 TRUE FALSE NA NA
"RT @GenshinImpact: Dear Travelers, the Genshin Impact online concert gift box will be available for pre-order from October 4 12:00 – Octobe…" FALSE 0 NA 2021-10-03 15:13:59 FALSE NA "1444682145759334404" NA "<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>" "shairamaec" 2556 TRUE FALSE NA NA
"RT @GenshinImpact: Dear Travelers, the Genshin Impact online concert gift box will be available for pre-order from October 4 12:00 – Octobe…" FALSE 0 NA 2021-10-03 15:13:53 FALSE NA "1444682121763856386" NA "<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>" "hoobadoba" 2556 TRUE FALSE NA NA
"RT @GenshinImpact: Dear Travelers, the Genshin Impact online concert gift box will be available for pre-order from October 4 12:00 – Octobe…" FALSE 0 NA 2021-10-03 15:13:52 FALSE NA "1444682119175974918" NA "<a href=\"https://mobile.twitter.com\" rel=\"nofollow\">Twitter Web App</a>" "kizzkizzzz" 2556 TRUE FALSE NA NA
"RT @GenshinImpact: Dear Travelers, the Genshin Impact online concert gift box will be available for pre-order from October 4 12:00 – Octobe…" FALSE 0 NA 2021-10-03 15:13:52 FALSE NA "1444682117175152643" NA "<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>" "kazuscarapng" 2556 TRUE FALSE NA NA
"RT @GenshinImpact: Dear Travelers, the Genshin Impact online concert gift box will be available for pre-order from October 4 12:00 – Octobe…" FALSE 0 NA 2021-10-03 15:13:52 FALSE NA "1444682116030214149" NA "<a href=\"https://mobile.twitter.com\" rel=\"nofollow\">Twitter Web App</a>" "Mayie_012" 2556 TRUE FALSE NA NA
"RT @GenshinImpact: Dear Travelers, the Genshin Impact online concert gift box will be available for pre-order from October 4 12:00 – Octobe…" FALSE 0 NA 2021-10-03 15:13:46 FALSE NA "1444682091694678021" NA "<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>" "CalTheOdd" 2556 TRUE FALSE NA NA
"RT @GenshinImpact: Dear Travelers, the Genshin Impact online concert gift box will be available for pre-order from October 4 12:00 – Octobe…" FALSE 0 NA 2021-10-03 15:13:45 FALSE NA "1444682086833479688" NA "<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>" "PotatodonutK" 2556 TRUE FALSE NA NA
"RT @GenshinImpact: Dear Travelers, the Genshin Impact online concert gift box will be available for pre-order from October 4 12:00 – Octobe…" FALSE 0 NA 2021-10-03 15:13:40 FALSE NA "1444682069473259535" NA "<a href=\"https://mobile.twitter.com\" rel=\"nofollow\">Twitter Web App</a>" "SilverMighty8" 2556 TRUE FALSE NA NA
"RT @GenshinUpdate: You can now pre-order the Genshin Impact online concert gift box!

<U+0001F5D3> Duration: October 4 12:00 – October 30 23:59 (UTC+8…" FALSE 0 NA 2021-10-03 15:13:30 FALSE NA "1444682026993524737" NA "<a href=\"http://twitter.com/download/android\" rel=\"nofollow\">Twitter for Android</a>" "hoobadoba" 10 TRUE FALSE NA NA
"RT @GenshinImpact: Dear Travelers, the Genshin Impact online concert gift box will be available for pre-order from October 4 12:00 – Octobe…" FALSE 0 NA 2021-10-03 15:13:20 FALSE NA "1444681985020940294" NA "<a href=\"http://twitter.com/download/iphone\" rel=\"nofollow\">Twitter for iPhone</a>" "firasfathullah_" 2556 TRUE FALSE NA NA
