"Runtime","Genre","Rating","Metascore","Gross","nominated"
93,"
Action",5.5,39,38.35,"not nominated"
133,"
Action",7.2,64,33.2,"nominated"
104,"
Action",6.2,59,78.05,"not nominated"
101,"
Comedy",6.6,35,64.46,"not nominated"
121,"
Comedy",7.6,68,15.28,"not nominated"
88,"
Action",6.2,49,190.4,"not nominated"
143,"
Action",7.3,81,134.2,"nominated"
101,"
Adventure",6.7,71,77.23,"not nominated"
84,"
Comedy",7.3,89,128.5,"not nominated"
159,"
Drama",7.4,68,55.69,"not nominated"
117,"
Comedy",5.3,49,54.61,"not nominated"
95,"
Comedy",6.6,62,241.4,"nominated"
93,"
Animation",7.1,69,237.2,"nominated"
88,"
Animation",7.6,71,120.6,"nominated"
89,"
Animation",6.2,69,73.92,"not nominated"
133,"
Biography",7.6,87,75.61,"nominated"
113,"
Comedy",7.6,76,121.4,"not nominated"
130,"
Drama",7.1,66,115.7,"not nominated"
106,"
Comedy",6.3,52,37.77,"not nominated"
131,"
Action",7.7,65,146.4,"not nominated"
88,"
Action",6,45,78.66,"not nominated"
112,"
Action",5.8,24,73.21,"nominated"
94,"
Animation",6.4,56,198.3,"not nominated"
118,"
Drama",6.8,77,94.21,"nominated"
116,"
Comedy",7.5,69,90.4,"nominated"
96,"
Animation",6.4,58,83.03,"not nominated"
119,"
Action",8.3,78,159.2,"nominated"
128,"
Action",6.9,53,355.5,"nominated"
109,"
Adventure",4.2,53,100.4,"not nominated"
140,"
Adventure",7.5,62,54.46,"nominated"
90,"
Animation",7.9,84,267.6,"nominated"
195,"
Biography",7.3,76,40.38,"nominated"
138,"
Action",7.4,81,93.93,"nominated"
97,"
Comedy",7.1,73,43.02,"nominated"
111,"
Comedy",6.1,47,76.81,"not nominated"
92,"
Action",5.6,45,131.9,"not nominated"
106,"
Horror",6.6,40,83.59,"not nominated"
107,"
Comedy",7.9,90,40.08,"nominated"
125,"
Drama",4.1,46,166.1,"nominated"
113,"
Comedy",6.2,55,79.73,"not nominated"
93,"
Crime",5.9,36,63.3,"not nominated"
114,"
Biography",7.2,78,14.36,"nominated"
117,"
Action",6.6,60,159.5,"not nominated"
93,"
Comedy",6.4,55,68.54,"not nominated"
92,"
Action",7.6,65,22.49,"not nominated"
106,"
Action",6.8,58,179,"not nominated"
126,"
Action",7.3,60,90.82,"nominated"
109,"
Biography",7.3,80,61.7,"nominated"
93,"
Comedy",8,92,39.2,"nominated"
98,"
Action",5.7,52,67.17,"not nominated"
178,"
Action",8.8,92,315.5,"nominated"
116,"
Drama",7.9,81,100.5,"nominated"
89,"
Adventure",7,51,53.88,"not nominated"
115,"
Comedy",6.8,65,76.25,"not nominated"
114,"
Action",7.1,77,79.57,"nominated"
151,"
Action",7.3,53,423.3,"nominated"
124,"
Comedy",7,82,100,"nominated"
147,"
Action",7.8,75,408,"not nominated"
116,"
Action",7,63,202.3,"not nominated"
201,"
Action",8.9,94,377.8,"nominated"
114,"
Action",5.7,51,50.63,"nominated"
131,"
Drama",7.6,53,51.4,"not nominated"
97,"
Comedy",6.4,53,40.15,"not nominated"
85,"
Action",7,64,80.05,"not nominated"
141,"
Biography",8.1,75,164.6,"nominated"
94,"
Horror",6.2,55,65.21,"nominated"
104,"
Comedy",6.6,56,58.42,"nominated"
152,"
Action",7,84,620.1,"not nominated"
116,"
Action",7.3,66,91.4,"nominated"
119,"
Action",7.3,71,109.7,"nominated"
83,"
Animation",6.5,72,90.76,"not nominated"
115,"
Drama",6.7,34,71.35,"not nominated"
144,"
Drama",7.7,74,108.6,"nominated"
130,"
Action",7,50,80.07,"not nominated"
117,"
Animation",7.1,73,244,"nominated"
95,"
Adventure",7.6,74,76.66,"nominated"
102,"
Comedy",6.1,61,167.7,"not nominated"
114,"
Crime",7.4,64,9.9,"not nominated"
133,"
Drama",6.6,68,40.22,"nominated"
148,"
Action",6.8,60,200,"nominated"
108,"
Comedy",6.8,63,63.84,"nominated"
119,"
Action",6.9,58,404.5,"not nominated"
96,"
Comedy",6.3,59,96.52,"not nominated"
95,"
Comedy",6.3,48,29.31,"not nominated"
108,"
Action",6.1,50,32.06,"not nominated"
114,"
Action",6.1,43,155.1,"not nominated"
108,"
Animation",6.4,77,198,"nominated"
122,"
Action",7.3,67,41.62,"not nominated"
95,"
Comedy",7.6,76,92.82,"nominated"
78,"
Animation",7.4,70,89.3,"nominated"
119,"
Drama",7,77,52.29,"nominated"
87,"
Animation",6.8,56,72.68,"not nominated"
114,"
Adventure",7.8,62,61.5,"not nominated"
96,"
Animation",6.9,63,143.6,"nominated"
103,"
Comedy",6.9,44,46.91,"not nominated"
91,"
Comedy",6.4,49,37.5,"not nominated"
98,"
Animation",8.1,75,217.5,"nominated"
145,"
Drama",7.4,54,57.49,"nominated"
101,"
Adventure",4.8,47,66.02,"not nominated"
107,"
Comedy",6.1,53,111.9,"not nominated"
119,"
Action",7.9,68,121.6,"not nominated"
104,"
Animation",7.3,60,99.22,"nominated"
120,"
Comedy",8,93,27.55,"nominated"
118,"
Action",6.5,35,101.6,"not nominated"
169,"
Drama",8.6,91,216.5,"nominated"
119,"
Action",6.5,52,125.3,"not nominated"
115,"
Drama",5.4,44,61.36,"not nominated"
89,"
Animation",6.9,51,50.86,"not nominated"
98,"
Action",5.6,52,125.3,"not nominated"
116,"
Comedy",8.6,59,57.6,"nominated"
108,"
Adventure",6.4,53,334.1,"nominated"
128,"
Crime",6.4,62,72.71,"not nominated"
91,"
Animation",7,74,100.1,"nominated"
136,"
Drama",7.6,88,215.2,"nominated"
97,"
Comedy",6.4,71,66.38,"not nominated"
117,"
Animation",8.4,87,190.2,"nominated"
103,"
Animation",6.8,64,477.3,"nominated"
151,"
Action",5.4,60,46.37,"not nominated"
110,"
Action",6.2,44,126.6,"not nominated"
106,"
Comedy",6.9,62,218.8,"nominated"
92,"
Animation",7.9,88,245.8,"nominated"
127,"
Action",6.6,64,67.82,"not nominated"
116,"
Action",7.2,78,121.2,"nominated"
88,"
Animation",6.5,59,90.46,"not nominated"
121,"
Action",6.7,60,136.4,"not nominated"
130,"
Comedy",7.9,82,165.3,"nominated"
102,"
Animation",7.4,61,61.56,"not nominated"
114,"
Action",5.7,36,30,"nominated"
102,"
Comedy",6.7,58,44,"not nominated"
120,"
Biography",7.2,73,48.23,"nominated"
107,"
Comedy",6.4,45,137.3,"nominated"
87,"
Animation",4.3,24,133.1,"not nominated"
92,"
Action",6.4,49,227.9,"not nominated"
124,"
Action",6.5,61,172.9,"nominated"
111,"
Action",8.1,69,70.1,"not nominated"
130,"
Comedy",6.7,84,26.7,"nominated"
101,"
Comedy",6.7,46,69.87,"not nominated"
102,"
Comedy",6.2,44,50.24,"not nominated"
123,"
Action",6.6,64,337.1,"not nominated"
99,"
Comedy",7,60,63.71,"not nominated"
101,"
Comedy",7.8,80,59.89,"nominated"
116,"
Drama",7.2,83,81.9,"nominated"
154,"
Action",5.2,27,130.1,"not nominated"
106,"
Action",6.6,58,168.3,"not nominated"
147,"
Crime",7.6,49,49.1,"nominated"
139,"
Comedy",7.3,77,153.9,"nominated"
112,"
Action",7.7,76,75.51,"nominated"
120,"
Drama",8,84,141.3,"nominated"
113,"
Comedy",5.8,31,58.62,"not nominated"
147,"
Action",6.6,38,138.6,"not nominated"
112,"
Crime",7.4,76,68.71,"nominated"
141,"
Action",7.2,63,146.2,"nominated"
154,"
Action",6.2,42,352.3,"nominated"
114,"
Action",5.9,51,50.73,"not nominated"
101,"
Action",6.8,67,28.73,"not nominated"
143,"
Adventure",6.4,62,45.9,"nominated"
100,"
Comedy",6,34,90.41,"not nominated"
191,"
Biography",8,79,52.77,"nominated"
108,"
Action",6,43,67.13,"not nominated"
93,"
Animation",7.2,75,436.4,"nominated"
101,"
Comedy",6.1,55,88.24,"not nominated"
97,"
Comedy",7.3,63,32.22,"not nominated"
135,"
Drama",7.6,69,71.52,"nominated"
110,"
Comedy",6.8,76,63.27,"nominated"
121,"
Adventure",7.7,68,12,"nominated"
112,"
Drama",6.5,60,33.68,"nominated"
98,"
Action",7,60,141.1,"not nominated"
105,"
Animation",5.3,34,71.02,"not nominated"
93,"
Action",5.9,23,80.82,"not nominated"
90,"
Drama",7.5,82,188,"nominated"
116,"
Comedy",5.5,70,36.82,"nominated"
138,"
Crime",7.2,90,150.1,"nominated"
